Serial Number,Manufacturers Name,Business Name,Date Of Accident,Time Of Accident,Clock,Vehicle Year,Model,City,County,Driving Status,Pedestrian Involved,Bicyclist Involved,Other,Number Of Vehicles Involved,Damage: None,Damage: Minor,Damage: Moderate,Damage: Major,Model_2,Moving_2,Accident Detail Description,Weather Clear,Weather Cloudy,Weather Raining,Weather Snowing,Weather Fog,Weather Other,Weather Wind,Lighting Daylight,Lighting Dark-Dawn,Lighting Dark-Street lights,Lighting Dark-No street lights,Lighting  Dark-Street lights not functioning,Roadway Dry,Roadway Wet,Latitude,Longitude,Narrow Roadway,Parked Vehicles,Intersection,Struck by Others,Other Party
222,Cruise LLC,Cruise,3/18/2023,03:26,AM,2023,AV,San Francisco,San Francisco,Moving,,,,2,,,,Yes,Sedan,Yes,"A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling southbound on 25th Avenue between Clement Street and Geary Boulevard. The Cruise AV entered the intersection with Geary Boulevard on a green light. As the Cruise AV was passing through the intersection, a Mercedes Sedan traveling eastbound on Geary Boulevard entered the intersection on a red light and shortly thereafter made contact with the Cruise AV, damaging the front right quarter of the Cruise AV. The Mercedes Sedan then made contact with a nearby building, resulting in damage to the property. Police and Emergency Medical Services were called to the scene. The Cruise AV was towed from the scene. Occupants of the Mercedes Sedan received medical treatment at the scene and were not transported by Emergency Medical Services.",Yes,,,,,,,,,Yes,,,Yes,,37.78016041,-122.4847742,0,0,1,1,1
223,Waymo LLC,Waymo LLC,3/20/2023,08:04,PM,2021,I-Pace,San Francisco,San Francisco,Moving,,,,1,,Yes,,,,,"On March 20, 2023 at approximately 8:04 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a pothole on Bayshore Boulevard near Jerrold Avenue.   The Waymo AV was traveling in the second lane on a four-lane section of northbound Bayshore Boulevard when the passenger side rear tire made contact with a pothole. The tire began to deflate and the Waymo AV pulled over on a side street. At the time of impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. ",Yes,,,,,,,,,Yes,,,Yes,,37.74735996,-122.4036335,0,0,0,0,0
224,Waymo LLC,Waymo LLC,3/20/2023,10:43,AM,2021,I-Pace,Los Angeles,Los Angeles,Stopped In Traffic,,,,2,,Yes,,,Honda CR-V,Yes,"On March 20, 2023 at 10:43 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in Los Angeles, California was in a collision involving an SUV on Venice Boulevard at La Cienega.  The Waymo AV was stopped in the center lane of a three-lane road behind a passenger vehicle for a red light facing southwest on Venice Boulevard at La Cienega in autonomous mode. The light turned green while cross-traffic remained backed up in the intersection. The Waymo AV nudged forward and slowed to a stop, yielding for the blocking cross traffic. A passenger vehicle that had been stopped behind the Waymo AV proceeded forward and made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV sustained damage. ",,Yes,,,,,,Yes,,,,,Yes,,34.03521448,-118.3779466,0,0,1,1,1
225,Cruise LLC,Cruise,3/21/2023,09:49,PM,2023,AV,San Francisco,San Francisco,Moving,,,,1,,,Yes,,,,"A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling eastbound on Clay Street between Hyde Street and Leavenworth Street. Shortly before the intersection with Leavenworth Street, the Cruise AV made contact with a downed power cable on Clay Street and came to a stop. This caused damage to the Cruise AV’s front driver side radar assembly. There were no injuries.",,,Yes,,,,,,,Yes,,,,Yes,37.79302301,-122.41614,0,0,1,0,0
226,Cruise LLC,Cruise,3/22/2023,03:20,AM,2023,AV,San Francisco,San Francisco,Moving,,,,2,,,Yes,,,,"A Cruise autonomous vehicle (“Cruise AV”), operating in driverless autonomous mode, was traveling southbound on Shafter Avenue between Ingalls Street and Hawes Street. Shortly after the intersection with Ingalls Street, the Cruise AV made contact with a tow dolly attached to the back of a double-parked truck, damaging the front passenger side bumper and front passenger side fender of the Cruise AV. There were no reported injuries.",,,Yes,,,,,,,Yes,,,,Yes,37.72746517,-122.38432,0,1,1,1,2
227,Cruise LLC,Cruise,3/22/2023,11:30,PM,2023,AV,San Francisco,San Francisco,Moving,,,,3,Yes,,,,"Smart Car (""Vehicle 2"")",,"A Cruise autonomous vehicle (“Cruise AV”), operating in driverless autonomous mode, was traveling westbound on Turk Boulevard between Roselyn Terrace and Kittredge Terrace. The Cruise AV came to a complete stop for a vehicle in the process of letting passengers out that was stopped in the Cruise AV’s lane of travel. A Smart Car traveling behind the Cruise AV came to a complete stop behind the Cruise AV. A Honda Accord trailing behind the Smart Car began to decelerate but made contact with the Smart Car, pushing the Smart Car forward into the Cruise AV’s rear bumper. The parties exchanged information. There were no damages to the Cruise AV and there were no reported injuries.",Yes,,,,,,,,,Yes,,,Yes,,37.77830601,-122.4501743,-1,1,0,1,1
228,Cruise LLC,Cruise,3/22/2023,04:29,AM,2022,AV,San Francisco,San Francisco,Moving,,,,1,,,Yes,,,,"A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling southbound on Polk Street near the intersection with Clay Street. Shortly after passing through the intersection with Clay Street, the Cruise AV made contact with a downed power cable stretching across Polk Street and came to a stop. This caused damage to the Cruise AV’s front fascia. There were no injuries. Cruise was informed by law enforcement to keep the Cruise AV stationary until the power cables were cleared. During the time that the power cable was being cleared and that the Cruise AV was stopped, the Cruise AV ran low on battery power and did not have enough power to return to Cruise facilities on its own. The Cruise AV was therefore towed from the scene once the power cables were cleared.",,,Yes,,,,,,,Yes,,,,Yes,37.7923003,-122.4210727,0,0,1,0,0
229,Cruise LLC,Cruise,3/23/2023,02:46,PM,2023,AV,San Francisco,San Francisco,Moving,,,,2,,,Yes,,Bus,,"A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling on westbound Haight Street between Ashbury Street and Masonic Avenue.  At the same time, a San Francisco Municipal Railway (“MUNI”) Bus stopped ahead of the Cruise AV. Shortly thereafter, the Cruise AV made contact with the rear bumper of the MUNI Bus, damaging the front fascia and front fender of the Cruise AV. The parties exchanged information. There were no reported injuries and the Cruise AV was towed from the scene. ",Yes,,,,,,,Yes,,,,,Yes,,37.77015292,-122.4462682,-1,0,0,1,2
230,Waymo LLC,Waymo LLC,04/03/2023,10:56,PM,2021,I-Pace,San Francisco,San Francisco,Stopped In Traffic,,,,2,,Yes,,,Honda Pilot,Yes,"On April 3, 2023 at 10:56 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving an SUV on Jack London Alley at Varney Place.  While traveling northwest on Jack London Alley, the Waymo AV came to a stop to yield to an oncoming SUV in a narrow passageway. The SUV proceeded around the Waymo AV and made contact with the left rear sensor housing of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The driver of the SUV stopped briefly but left before sharing their information. The Waymo sustained damage. ",Yes,,,,,,,,,Yes,,,Yes,,37.78128525,-122.3935331,1,0,0,1,0
231,Waymo LLC,Waymo LLC,04/06/2023,10:48,AM,2021,I-Pace,San Francisco,San Francisco,Stopped In Traffic,,,,2,,Yes,,,,Yes,"On April 6, 2023 at 10:48 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a heavy truck on Randall Street near Harper Street.   The Waymo AV was proceeding northwest on Randall Street near the intersection with Harper Street when it came to a stop to yield to a heavy truck traveling southeast on Randall Street. As the heavy truck drove past the Waymo AV, the driver’s side section of the heavy truck made contact with the rear driver’s side sensor of the Waymo AV. The heavy truck then left the scene. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage. ",Yes,,,,,,,Yes,,,,,Yes,,37.74074127,-122.4298809,-1,0,1,1,2
232,Cruise LLC,Cruise,04/09/2023,04:45,AM,2023,AV,San Francisco,San Francisco,Moving,,,,2,,,Yes,,Hatchback,Yes,"A Cruise autonomous vehicle (“Cruise AV”), operating in driverless autonomous mode, was traveling southbound on 25th Avenue between Clement Street and Geary Boulevard. The Cruise AV entered the intersection with Geary Boulevard on a green light. As the Cruise AV was passing through the intersection, a black Volkswagen Hatchback traveling westbound on Geary Boulevard entered the intersection on a red light and shortly thereafter made contact with the Cruise AV, damaging the driver side doors of the Cruise AV. The driver of the Volkswagen Hatchback left the scene without exchanging information. Police were called to the scene. There were no reported injuries and the Cruise AV was towed from the scene.",Yes,,,,,,,,,Yes,,,Yes,,37.78025369,-122.4847527,0,0,1,1,1
233,"Zoox, Inc. dba Zoox Labs, Inc. ",Zoox,04/11/2023,11:19,AM,2017,Highlander,San Francisco,San Francisco,Stopped In Traffic,,,Vehicle,2,,Yes,,,,Yes,"A Zoox vehicle in autonomy was proceeding northbound on Kearny Street in stop-and-go traffic through an active construction zone. At the same time, an e-scooter traveling near the right curb was passing other slow traffic behind the Zoox vehicle. Before the e-scooter could also pass the Zoox vehicle on the right, the e-scooter weaved away from the curb, seemingly to avoid a drainage grate, and came within a close following distance behind the Zoox vehicle. As the Zoox vehicle came to a stop again for traffic ahead the e-scooter rider did not stop, and the e-scooter made contact with the right rear tail light of the Zoox vehicle. The e-scooter rider remained upright, did not stop to exchange information, and immediately rode off while the Zoox vehicle was still stopped. There were no injuries and police were not called. The damage to the Zoox vehicle was limited to a cracked tail light lens.",Yes,,,,,,,Yes,,,,,Yes,,37.79403699,-122.4047518,1,0,0,1,4
234,Cruise LLC,Cruise,04/12/2023,08:13,PM,2023,AV,San Francisco,San Francisco,Stopped In Traffic,,,,2,,Yes,,,Sedan,Yes,"A Cruise autonomous vehicle (“Cruise AV”), operating in driverless autonomous mode, was traveling westbound on Turk Street Street between Webster Street and Laguna Street. The Cruise AV came to a complete stop for a double-parked Sedan in the leftmost lane. The Cruise AV began to maneuver around and to the right of the Sedan when the Sedan reversed into the Cruise AV, damaging the Cruise AV’s front driver side bumper. The driver of the Sedan left the scene without exchanging information. There were no reported injuries.",Yes,,,,,,,,,Yes,,,Yes,,37.78102444,-122.4284951,0,1,0,1,1
235,Waymo LLC,Waymo LLC,04/12/2023,05:29,PM,2021,I-Pace,Santa Monica,Los Angeles,Stopped In Traffic,,,,2,,Yes,,,Land Rover Range Rover,Yes,"On April 12, 2023 at 5:29 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in Santa Monica, California was in a collision involving an SUV on Wilshire Boulevard at 26th Street.   The Waymo AV was traveling southwest on Wilshire Boulevard in the rightmost lane as it was approaching the intersection with 26th Street. The signal for traffic proceeding southwest on Wilshire Boulevard was red as the Waymo AV approached the intersection and came to a stop. The signal for traffic proceeding southwest on Wilshire Boulevard then turned green, and traffic in adjacent lanes began moving while the Waymo AV waited for traffic in its lane to begin to move.  The SUV that had been stopped directly behind the Waymo AV began moving forward and the front of the SUV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo sustained damage.",Yes,,,,,,,Yes,,,,,Yes,,34.03611344,-118.4774894,0,0,1,1,2
236,Cruise LLC,Cruise,4/22/2023,09:59,PM,2022,AV,San Francisco,San Francisco,Moving,,,,2,,,Yes,,Sedan,Yes,"A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was at a complete stop in response to a red light on 10th Street at the intersection with Division Street. The Cruise AV began to make a right turn onto Division Street after the light turned green  before yielding to a pedestrian in the crosswalk. Shortly thereafter, a silver Infiniti Sedan traveling behind the Cruise AV made contact with the Cruise AV’s rear bumper, causing damage to the Cruise AV’s rear fascia. The driver of the Infiniti Sedan left the scene without exchanging information. There were no reported injuries.",Yes,,,,,,,,,Yes,,,Yes,,37.76929259,-122.4087356,0,0,1,1,1
237,Waymo LLC,Waymo LLC,4/28/2023,05:29,PM,2021,I-Pace,San Francisco,San Francisco,Stopped In Traffic,,,,2,,Yes,,,Toyota RAV4,Yes,"The Waymo AV was traveling east on 25th Street between Sanchez Street and Vicksburg Street when it approached an SUV that was stopped in the lane in front of the Waymo AV. The Waymo AV began passing the stopped SUV on the left when the SUV began reversing in the lane. The Waymo AV then stopped behind and to the left of the SUV, and the SUV continued reversing and began a turning maneuver to enter a parking space. The left side of the SUV made contact with the front right corner of the Waymo AV. At the time of the impact, the Waymo AV was stopped and the AV’s Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.",Yes,,,,,,,Yes,,,,,Yes,,37.75013415,-122.4295555,0,0,0,1,1
238,Waymo LLC,Waymo LLC,4/30/2023,01:53,PM,2021,I-Pace ,San Francisco,San Francisco,Stopped In Traffic,,,,2,Yes,,,,Nissan Kicks ,Yes,"On April 30, 2023 at 1:53 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving an SUV on Oak Street at Octavia Boulevard.   While the Waymo AV was parked at the right side curb of the road on Oak Street, an SUV that was passing the parked Waymo AV in the rightmost lane made contact with the rear driver’s side of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode. The Waymo AV did not sustain damage, while the SUV sustained damage. ",Yes,,,,,,,Yes,,,,,Yes,,37.77497518,-122.424154,0,1,1,1,0
239,WeRide Corp,WeRide.ai,05/01/2023,11:41,AM,2023,LEAF,San Francisco,San Francisco,Stopped In Traffic,,,,1,,Yes,,,,,"On Monday May 1st at 11:41am a Weride autonomous vehicle (Vehicle 1) was in Autonomous Mode stopped at the intersection of Bay St towards Columbus Ave appropriately yielding to a illegally U turning skateboard on Bay St North to South direction in front of the AV (Vehicle 1). While yielding, a bicyclist was coming from behind our AV (Vehicle 1) head was turned left possibly looking for cross traffic. When the cyclist turned his head forward, it was too late to react in time to our stopped vehicle(Vehicle 1) with the given distance and speed they were traveling at in which the cyclist collided with our vehicle (Vehicle 1). Our Weride safety officer immediately disengaged and hand signaled to the bicyclist to pull over to the closest safe place to park as to not obstruct traffic. As our safety officer parked and got out of the car to check on the bicyclist, the bicyclist was already on in motion on his bicycle and ""fist bumped"" our safety officer while passing by him and leaving the scene without exchanging any information.   ",,Yes,,,,,,Yes,,,,,Yes,,37.80532702,-122.4171802,0,0,1,1,4
